"","ID","gemeente","weight1","issue2","party"
"58",11013,"almere",1.09514958621869,"Criminaliteit & Veiligheid","weetikniet"
"59",11013,"almere",1.09514958621869,"Bouw & Wonen","weetikniet"
"60",11013,"almere",1.09514958621869,"Zorg & Welzijn","weetikniet"
"61",11014,"almere",0.879361846186308,"Bestuur & Democratie","weetikniet"
"62",11014,"almere",0.879361846186308,"Bestuur & Democratie","weetikniet"
"63",11015,"almere",0.940301805881723,"Verkeer & Infrastructuur","weetikniet"
"64",11015,"almere",0.940301805881723,"Economie & Werkgelegenheid","weetikniet"
"65",11015,"almere",0.940301805881723,"Bouw & Wonen","weetikniet"
"66",11016,"almere",1.09514958621869,"Economie & Werkgelegenheid","weetikniet"
"67",11016,"almere",1.09514958621869,"Economie & Werkgelegenheid","vvd"
"68",11016,"almere",1.09514958621869,"Bestuur & Democratie","weetikniet"
"69",11017,"almere",0.879361846186308,"Onderwijs & Wetenschappen","weetikniet"
"70",11017,"almere",0.879361846186308,"Zorg & Welzijn","weetikniet"
"71",11017,"almere",0.879361846186308,"Economie & Werkgelegenheid","weetikniet"
"72",11018,"almere",0.83621210660842,"Natuur & Milieu","d66"
"73",11018,"almere",0.83621210660842,"Onderwijs & Wetenschappen","d66"
"74",11018,"almere",0.83621210660842,"Zorg & Welzijn","d66"
"75",11019,"almere",0.940301805881723,"Bouw & Wonen","pvv"
"76",11019,"almere",0.940301805881723,"Economie & Werkgelegenheid","pvv"
"77",11019,"almere",0.940301805881723,"Criminaliteit & Veiligheid","pvv"
"78",11020,"almere",1.04141127627369,"Bestuur & Democratie","pvv"
"79",11020,"almere",1.04141127627369,"Zorg & Welzijn","pvv"
"80",11020,"almere",1.04141127627369,"Criminaliteit & Veiligheid","pvv"
"81",11021,"almere",0.879361846186308,"Natuur & Milieu","weetikniet"
"82",11021,"almere",0.879361846186308,"Zorg & Welzijn","sp"
"83",11021,"almere",0.879361846186308,"Zorg & Welzijn","pvv"
"84",11021,"almere",0.879361846186308,"Zorg & Welzijn","leefbaaralmere"
"85",11021,"almere",0.879361846186308,"Bouw & Wonen","leefbaaralmere"
"86",11022,"almere",0.879361846186308,"Natuur & Milieu","weetikniet"
"87",11022,"almere",0.879361846186308,"Verkeer & Infrastructuur","weetikniet"
"88",11022,"almere",0.879361846186308,"Criminaliteit & Veiligheid","weetikniet"
"89",11023,"almere",0.83621210660842,"Zorg & Welzijn","weetikniet"
"90",11023,"almere",0.83621210660842,"Bouw & Wonen","weetikniet"
"91",11023,"almere",0.83621210660842,"Bestuur & Democratie","weetikniet"
"92",11024,"almere",0.879361846186308,"Bestuur & Democratie","weetikniet"
"93",11024,"almere",0.879361846186308,"Verkeer & Infrastructuur","weetikniet"
"94",11024,"almere",0.879361846186308,"Economie & Werkgelegenheid","weetikniet"
"95",11025,"almere",1.04141127627369,"Zorg & Welzijn","sp"
"96",11025,"almere",1.04141127627369,"Criminaliteit & Veiligheid","sp"
"97",11026,"almere",1.04141127627369,"Bouw & Wonen","weetikniet"
"98",11026,"almere",1.04141127627369,"Bouw & Wonen","weetikniet"
"99",11026,"almere",1.04141127627369,"Zorg & Welzijn","weetikniet"
"100",11027,"almere",1.04141127627369,"Bouw & Wonen","weetikniet"
"101",11027,"almere",1.04141127627369,"Criminaliteit & Veiligheid","weetikniet"
"102",11027,"almere",1.04141127627369,"Natuur & Milieu","weetikniet"
"103",11028,"almere",1.04141127627369,"Zorg & Welzijn","weetikniet"
"104",11028,"almere",1.04141127627369,"Bestuur & Democratie","weetikniet"
"105",11028,"almere",1.04141127627369,"Onderwijs & Wetenschappen","weetikniet"
"106",11029,"almere",1.17104368139015,"Economie & Werkgelegenheid","vvd"
"107",11029,"almere",1.17104368139015,"Minderheden & Integratie","vvd"
"108",11029,"almere",1.17104368139015,"Criminaliteit & Veiligheid","weetikniet"
"109",11030,"almere",0.879361846186308,"Natuur & Milieu","weetikniet"
"110",11030,"almere",0.879361846186308,"Zorg & Welzijn","weetikniet"
"111",11030,"almere",0.879361846186308,"Minderheden & Integratie","weetikniet"
"112",11031,"almere",1.17104368139015,"Criminaliteit & Veiligheid","vvd"
"113",11031,"almere",1.17104368139015,"Zorg & Welzijn","sp"
"114",11031,"almere",1.17104368139015,"Economie & Werkgelegenheid","weetikniet"
"115",11032,"almere",1.09514958621869,"Economie & Werkgelegenheid","sp"
"116",11032,"almere",1.09514958621869,"Bouw & Wonen","sp"
"117",11032,"almere",1.09514958621869,"Criminaliteit & Veiligheid","sp"
"118",11033,"almere",0.83621210660842,"Natuur & Milieu","weetikniet"
"119",11033,"almere",0.83621210660842,"Economie & Werkgelegenheid","weetikniet"
"120",11033,"almere",0.83621210660842,"Criminaliteit & Veiligheid","weetikniet"
"121",11034,"almere",0.879361846186308,"Bestuur & Democratie","gl"
"122",11034,"almere",0.879361846186308,"Zorg & Welzijn","gl"
"123",11034,"almere",0.879361846186308,"Onderwijs & Wetenschappen","gl"
"124",11035,"almere",0.940301805881723,"Bouw & Wonen","vvd"
"125",11035,"almere",0.940301805881723,"Bouw & Wonen","leefbaaralmere"
"126",11035,"almere",0.940301805881723,"Zorg & Welzijn","cda"
"127",11035,"almere",0.940301805881723,"Zorg & Welzijn","vvd"
"128",11035,"almere",0.940301805881723,"Bouw & Wonen","leefbaaralmere"
"129",11036,"almere",1.09514958621869,"Bestuur & Democratie","weetikniet"
"130",11036,"almere",1.09514958621869,"Economie & Werkgelegenheid","weetikniet"
"131",11036,"almere",1.09514958621869,"Natuur & Milieu","weetikniet"
"132",11037,"almere",0.879361846186308,"Criminaliteit & Veiligheid","weetikniet"
"133",11037,"almere",0.879361846186308,"Zorg & Welzijn","weetikniet"
"134",11037,"almere",0.879361846186308,"Natuur & Milieu","weetikniet"
"135",11038,"almere",0.879361846186308,"Criminaliteit & Veiligheid","weetikniet"
"136",11038,"almere",0.879361846186308,"Zorg & Welzijn","weetikniet"
"137",11038,"almere",0.879361846186308,"Verkeer & Infrastructuur","weetikniet"
"138",11039,"almere",1.09514958621869,"Criminaliteit & Veiligheid","weetikniet"
"139",11039,"almere",1.09514958621869,"Bouw & Wonen","gl"
"140",11039,"almere",1.09514958621869,"Bouw & Wonen","pvda"
"141",11040,"almere",0.940301805881723,"Onderwijs & Wetenschappen","weetikniet"
"142",11040,"almere",0.940301805881723,"Economie & Werkgelegenheid","vvd"
"143",11040,"almere",0.940301805881723,"Criminaliteit & Veiligheid","vvd"
"144",11040,"almere",0.940301805881723,"Criminaliteit & Veiligheid","pvv"
"145",11042,"almere",0.940301805881723,"Economie & Werkgelegenheid","weetikniet"
"146",11042,"almere",0.940301805881723,"Onderwijs & Wetenschappen","weetikniet"
"147",11042,"almere",0.940301805881723,"Bouw & Wonen","weetikniet"
"148",11043,"almere",1.04141127627369,"Zorg & Welzijn","cda"
"149",11043,"almere",1.04141127627369,"Zorg & Welzijn","d66"
"150",11043,"almere",1.04141127627369,"Zorg & Welzijn","cu"
"151",11043,"almere",1.04141127627369,"Economie & Werkgelegenheid","cda"
"152",11043,"almere",1.04141127627369,"Economie & Werkgelegenheid","vvd"
"153",11043,"almere",1.04141127627369,"Economie & Werkgelegenheid","d66"
"154",11043,"almere",1.04141127627369,"Economie & Werkgelegenheid","cu"
"155",11043,"almere",1.04141127627369,"Criminaliteit & Veiligheid","cda"
"156",11043,"almere",1.04141127627369,"Criminaliteit & Veiligheid","vvd"
"157",11043,"almere",1.04141127627369,"Criminaliteit & Veiligheid","d66"
"158",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","cda"
"159",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","vvd"
"160",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","gl"
"161",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","pvda"
"162",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","d66"
"163",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","cu"
"164",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","sp"
"165",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","pvv"
"166",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","pvdd"
"167",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","almereanders"
"168",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","almereopa"
"169",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","glp"
"170",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","leefbaaralmere"
"171",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","respectnederland"
"172",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","wow"
"173",11044,"almere",1.09514958621869,"Criminaliteit & Veiligheid","stav"
"174",11044,"almere",1.09514958621869,"Zorg & Welzijn","cda"
"175",11044,"almere",1.09514958621869,"Zorg & Welzijn","vvd"
"176",11044,"almere",1.09514958621869,"Zorg & Welzijn","gl"
"177",11044,"almere",1.09514958621869,"Zorg & Welzijn","pvda"
"178",11044,"almere",1.09514958621869,"Zorg & Welzijn","d66"
"179",11044,"almere",1.09514958621869,"Zorg & Welzijn","cu"
"180",11044,"almere",1.09514958621869,"Zorg & Welzijn","sp"
"181",11044,"almere",1.09514958621869,"Zorg & Welzijn","pvv"
"182",11044,"almere",1.09514958621869,"Zorg & Welzijn","pvdd"
"183",11044,"almere",1.09514958621869,"Zorg & Welzijn","almereanders"
"184",11044,"almere",1.09514958621869,"Zorg & Welzijn","almereopa"
"185",11044,"almere",1.09514958621869,"Zorg & Welzijn","glp"
"186",11044,"almere",1.09514958621869,"Zorg & Welzijn","leefbaaralmere"
"187",11044,"almere",1.09514958621869,"Zorg & Welzijn","respectnederland"
"188",11044,"almere",1.09514958621869,"Zorg & Welzijn","wow"
"189",11044,"almere",1.09514958621869,"Zorg & Welzijn","stav"
"190",11044,"almere",1.09514958621869,"Natuur & Milieu","almereanders"
"191",11044,"almere",1.09514958621869,"Natuur & Milieu","almereopa"
"192",11044,"almere",1.09514958621869,"Natuur & Milieu","stav"
"193",11045,"almere",0.940301805881723,"Criminaliteit & Veiligheid","weetikniet"
"194",11045,"almere",0.940301805881723,"Zorg & Welzijn","weetikniet"
"195",11046,"almere",0.83621210660842,"Bouw & Wonen","wow"
"196",11046,"almere",0.83621210660842,"Onderwijs & Wetenschappen","gl"
"197",11046,"almere",0.83621210660842,"Onderwijs & Wetenschappen","d66"
"198",11046,"almere",0.83621210660842,"Onderwijs & Wetenschappen","cu"
"199",11046,"almere",0.83621210660842,"Bouw & Wonen","vvd"
"200",11046,"almere",0.83621210660842,"Bouw & Wonen","d66"
"201",11046,"almere",0.83621210660842,"Bouw & Wonen","leefbaaralmere"
"202",11047,"almere",0.940301805881723,"Bouw & Wonen","weetikniet"
"203",11047,"almere",0.940301805881723,"Bestuur & Democratie","weetikniet"
"204",11047,"almere",0.940301805881723,"Verkeer & Infrastructuur","weetikniet"
"205",11049,"almere",0.879361846186308,"Economie & Werkgelegenheid","weetikniet"
"206",11049,"almere",0.879361846186308,"Criminaliteit & Veiligheid","weetikniet"
"207",11049,"almere",0.879361846186308,"Bouw & Wonen","weetikniet"
"208",11050,"almere",0.879361846186308,"Natuur & Milieu","weetikniet"
"209",11050,"almere",0.879361846186308,"Bouw & Wonen","weetikniet"
"210",11050,"almere",0.879361846186308,"Verkeer & Infrastructuur","weetikniet"
"211",11051,"almere",1.09514958621869,"Zorg & Welzijn","weetikniet"
"212",11051,"almere",1.09514958621869,"Bouw & Wonen","vvd"
"213",11052,"almere",0.879361846186308,"Minderheden & Integratie","pvda"
"214",11052,"almere",0.879361846186308,"Minderheden & Integratie","d66"
"215",11052,"almere",0.879361846186308,"Minderheden & Integratie","cu"
"216",11052,"almere",0.879361846186308,"Bouw & Wonen","cda"
"217",11052,"almere",0.879361846186308,"Bouw & Wonen","vvd"
"218",11052,"almere",0.879361846186308,"Bouw & Wonen","pvda"
"219",11052,"almere",0.879361846186308,"Bouw & Wonen","d66"
"220",11052,"almere",0.879361846186308,"Economie & Werkgelegenheid","cda"
"221",11052,"almere",0.879361846186308,"Economie & Werkgelegenheid","vvd"
"222",11052,"almere",0.879361846186308,"Economie & Werkgelegenheid","pvda"
"223",11052,"almere",0.879361846186308,"Economie & Werkgelegenheid","cu"
"224",11052,"almere",0.879361846186308,"Economie & Werkgelegenheid","sp"
"225",11053,"almere",1.17104368139015,"Zorg & Welzijn","cda"
"226",11053,"almere",1.17104368139015,"Economie & Werkgelegenheid","vvd"
"227",11053,"almere",1.17104368139015,"Criminaliteit & Veiligheid","pvv"
"228",11054,"almere",0.83621210660842,"Verkeer & Infrastructuur","weetikniet"
"229",11054,"almere",0.83621210660842,"Zorg & Welzijn","weetikniet"
"230",11054,"almere",0.83621210660842,"Onderwijs & Wetenschappen","weetikniet"
"231",11055,"almere",0.940301805881723,"Zorg & Welzijn","weetikniet"
"232",11055,"almere",0.940301805881723,"Onderwijs & Wetenschappen","weetikniet"
"233",11055,"almere",0.940301805881723,"Criminaliteit & Veiligheid","weetikniet"
"234",11056,"almere",1.09514958621869,"Bouw & Wonen","sp"
"235",11056,"almere",1.09514958621869,"Bouw & Wonen","pvv"
"236",11056,"almere",1.09514958621869,"Bouw & Wonen","almereanders"
"237",11056,"almere",1.09514958621869,"Bouw & Wonen","leefbaaralmere"
"238",11056,"almere",1.09514958621869,"Zorg & Welzijn","sp"
"239",11056,"almere",1.09514958621869,"Zorg & Welzijn","pvv"
"240",11056,"almere",1.09514958621869,"Zorg & Welzijn","pvdd"
"241",11056,"almere",1.09514958621869,"Bouw & Wonen","sp"
"242",11056,"almere",1.09514958621869,"Bouw & Wonen","pvv"
"243",11057,"almere",1.09514958621869,"Bouw & Wonen","weetikniet"
"244",11057,"almere",1.09514958621869,"Natuur & Milieu","pvdd"
"245",11057,"almere",1.09514958621869,"Natuur & Milieu","leefbaaralmere"
"246",11057,"almere",1.09514958621869,"Bouw & Wonen","weetikniet"
"247",11058,"almere",1.17104368139015,"Natuur & Milieu","weetikniet"
"248",11058,"almere",1.17104368139015,"Bouw & Wonen","leefbaaralmere"
"249",11058,"almere",1.17104368139015,"Minderheden & Integratie","weetikniet"
"250",11059,"almere",0.940301805881723,"Natuur & Milieu","weetikniet"
"251",11059,"almere",0.940301805881723,"Bouw & Wonen","weetikniet"
"252",11060,"almere",0.83621210660842,"Minderheden & Integratie","gl"
"253",11060,"almere",0.83621210660842,"Zorg & Welzijn","sp"
"254",11060,"almere",0.83621210660842,"Natuur & Milieu","gl"
"255",11061,"almere",0.83621210660842,"Criminaliteit & Veiligheid","weetikniet"
"256",11061,"almere",0.83621210660842,"Zorg & Welzijn","sp"
"257",11061,"almere",0.83621210660842,"Economie & Werkgelegenheid","weetikniet"
"258",11062,"almere",0.879361846186308,"Criminaliteit & Veiligheid","sp"
"259",11062,"almere",0.879361846186308,"Criminaliteit & Veiligheid","pvv"
"260",11062,"almere",0.879361846186308,"Criminaliteit & Veiligheid","leefbaaralmere"
"261",11062,"almere",0.879361846186308,"Zorg & Welzijn","sp"
"262",11062,"almere",0.879361846186308,"Zorg & Welzijn","pvv"
"263",11062,"almere",0.879361846186308,"Zorg & Welzijn","leefbaaralmere"
"264",11062,"almere",0.879361846186308,"Bestuur & Democratie","sp"
"265",11062,"almere",0.879361846186308,"Bestuur & Democratie","pvv"
"266",11063,"almere",1.09514958621869,"Zorg & Welzijn","cda"
"267",11063,"almere",1.09514958621869,"Zorg & Welzijn","d66"
"268",11063,"almere",1.09514958621869,"Zorg & Welzijn","cu"
"269",11063,"almere",1.09514958621869,"Economie & Werkgelegenheid","vvd"
"270",11063,"almere",1.09514958621869,"Economie & Werkgelegenheid","d66"
"271",11063,"almere",1.09514958621869,"Economie & Werkgelegenheid","leefbaaralmere"
"272",11063,"almere",1.09514958621869,"Verkeer & Infrastructuur","vvd"
"273",11063,"almere",1.09514958621869,"Verkeer & Infrastructuur","d66"
"274",11063,"almere",1.09514958621869,"Verkeer & Infrastructuur","leefbaaralmere"
"275",11064,"almere",0.83621210660842,"Bouw & Wonen","pvda"
"276",11064,"almere",0.83621210660842,"Natuur & Milieu","gl"
"277",11064,"almere",0.83621210660842,"Zorg & Welzijn","d66"
"278",11065,"almere",0.879361846186308,"Verkeer & Infrastructuur","weetikniet"
"279",11065,"almere",0.879361846186308,"Natuur & Milieu","weetikniet"
"280",11065,"almere",0.879361846186308,"Bouw & Wonen","weetikniet"
"281",11066,"almere",0.879361846186308,"Bestuur & Democratie","weetikniet"
"282",11066,"almere",0.879361846186308,"Zorg & Welzijn","weetikniet"
"283",11066,"almere",0.879361846186308,"Natuur & Milieu","weetikniet"
"284",11067,"almere",1.09514958621869,"Criminaliteit & Veiligheid","pvv"
"285",11067,"almere",1.09514958621869,"Bouw & Wonen","weetikniet"
"286",11067,"almere",1.09514958621869,"Zorg & Welzijn","weetikniet"
"287",11068,"almere",1.09514958621869,"Zorg & Welzijn","weetikniet"
"288",11068,"almere",1.09514958621869,"Verkeer & Infrastructuur","weetikniet"
"289",11068,"almere",1.09514958621869,"Bouw & Wonen","weetikniet"
"290",11069,"almere",0.83621210660842,"Bestuur & Democratie","cda"
"291",11069,"almere",0.83621210660842,"Bestuur & Democratie","vvd"
"292",11069,"almere",0.83621210660842,"Bestuur & Democratie","pvv"
"293",11069,"almere",0.83621210660842,"Bestuur & Democratie","respectnederland"
"294",11069,"almere",0.83621210660842,"Economie & Werkgelegenheid","cda"
"295",11069,"almere",0.83621210660842,"Economie & Werkgelegenheid","vvd"
"296",11069,"almere",0.83621210660842,"Economie & Werkgelegenheid","pvv"
"297",11069,"almere",0.83621210660842,"Economie & Werkgelegenheid","respectnederland"
"298",11070,"almere",1.09514958621869,"Bouw & Wonen","weetikniet"
"299",11070,"almere",1.09514958621869,"Criminaliteit & Veiligheid","weetikniet"
"300",11070,"almere",1.09514958621869,"Zorg & Welzijn","weetikniet"
"301",11071,"almere",0.879361846186308,"Verkeer & Infrastructuur","almereopa"
"302",11071,"almere",0.879361846186308,"Verkeer & Infrastructuur","leefbaaralmere"
"303",11071,"almere",0.879361846186308,"Verkeer & Infrastructuur","wow"
"304",11071,"almere",0.879361846186308,"Onderwijs & Wetenschappen","vvd"
"305",11071,"almere",0.879361846186308,"Onderwijs & Wetenschappen","almereopa"
"306",11071,"almere",0.879361846186308,"Onderwijs & Wetenschappen","leefbaaralmere"
"307",11071,"almere",0.879361846186308,"Criminaliteit & Veiligheid","vvd"
"308",11071,"almere",0.879361846186308,"Criminaliteit & Veiligheid","leefbaaralmere"
"309",11074,"almere",1.17104368139015,"Economie & Werkgelegenheid","weetikniet"
"310",11074,"almere",1.17104368139015,"Bouw & Wonen","weetikniet"
"311",11075,"almere",0.879361846186308,"Bestuur & Democratie","weetikniet"
"312",11075,"almere",0.879361846186308,"Economie & Werkgelegenheid","weetikniet"
"313",11075,"almere",0.879361846186308,"Bouw & Wonen","weetikniet"
"314",11076,"almere",1.09514958621869,"Zorg & Welzijn","pvda"
"315",11076,"almere",1.09514958621869,"Verkeer & Infrastructuur","weetikniet"
"316",11076,"almere",1.09514958621869,"Criminaliteit & Veiligheid","weetikniet"
"317",11078,"almere",1.17104368139015,"Economie & Werkgelegenheid","weetikniet"
"318",11078,"almere",1.17104368139015,"Economie & Werkgelegenheid","weetikniet"
"319",11078,"almere",1.17104368139015,"Bouw & Wonen","weetikniet"
"320",11079,"almere",0.83621210660842,"Verkeer & Infrastructuur","weetikniet"
"321",11079,"almere",0.83621210660842,"Criminaliteit & Veiligheid","vvd"
"322",11079,"almere",0.83621210660842,"Zorg & Welzijn","weetikniet"
"323",11082,"almere",0.940301805881723,"Bouw & Wonen","gl"
"324",11082,"almere",0.940301805881723,"Bouw & Wonen","pvda"
"325",11082,"almere",0.940301805881723,"Zorg & Welzijn","pvda"
"326",11082,"almere",0.940301805881723,"Bestuur & Democratie","pvda"
"327",11083,"almere",1.17104368139015,"Verkeer & Infrastructuur","vvd"
"328",11083,"almere",1.17104368139015,"Bestuur & Democratie","vvd"
"329",11083,"almere",1.17104368139015,"Natuur & Milieu","gl"
"330",11084,"almere",0.879361846186308,"Criminaliteit & Veiligheid","vvd"
"331",11084,"almere",0.879361846186308,"Economie & Werkgelegenheid","vvd"
"332",11084,"almere",0.879361846186308,"Economie & Werkgelegenheid","pvda"
"333",11084,"almere",0.879361846186308,"Economie & Werkgelegenheid","leefbaaralmere"
"334",11085,"almere",1.04141127627369,"Criminaliteit & Veiligheid","weetikniet"
"335",11085,"almere",1.04141127627369,"Verkeer & Infrastructuur","weetikniet"
"336",11085,"almere",1.04141127627369,"Bestuur & Democratie","weetikniet"
"337",11086,"almere",1.17104368139015,"Criminaliteit & Veiligheid","weetikniet"
"338",11086,"almere",1.17104368139015,"Onderwijs & Wetenschappen","weetikniet"
"339",11086,"almere",1.17104368139015,"Minderheden & Integratie","pvv"
"340",11087,"almere",1.17104368139015,"Bouw & Wonen","d66"
"341",11087,"almere",1.17104368139015,"Natuur & Milieu","gl"
"342",11087,"almere",1.17104368139015,"Bestuur & Democratie","weetikniet"
"343",11088,"almere",1.17104368139015,"Zorg & Welzijn","gl"
"344",11088,"almere",1.17104368139015,"Zorg & Welzijn","pvdd"
"345",11088,"almere",1.17104368139015,"Zorg & Welzijn","leefbaaralmere"
"346",11088,"almere",1.17104368139015,"Kunst & Cultuur","leefbaaralmere"
"347",11088,"almere",1.17104368139015,"Onderwijs & Wetenschappen","weetikniet"
"348",11089,"almere",0.83621210660842,"Criminaliteit & Veiligheid","pvda"
"349",11089,"almere",0.83621210660842,"Criminaliteit & Veiligheid","pvv"
"350",11089,"almere",0.83621210660842,"Criminaliteit & Veiligheid","leefbaaralmere"
"351",11089,"almere",0.83621210660842,"Verkeer & Infrastructuur","pvda"
"352",11089,"almere",0.83621210660842,"Verkeer & Infrastructuur","leefbaaralmere"
"353",11089,"almere",0.83621210660842,"Natuur & Milieu","pvdd"
"354",11089,"almere",0.83621210660842,"Natuur & Milieu","glp"
"355",11089,"almere",0.83621210660842,"Natuur & Milieu","leefbaaralmere"
"356",11090,"almere",0.879361846186308,"Criminaliteit & Veiligheid","weetikniet"
"357",11090,"almere",0.879361846186308,"Natuur & Milieu","gl"
"358",11090,"almere",0.879361846186308,"Zorg & Welzijn","zegiklieverniet"
"359",11091,"almere",1.09514958621869,"Onderwijs & Wetenschappen","d66"
"360",11091,"almere",1.09514958621869,"Onderwijs & Wetenschappen","sp"
"361",11091,"almere",1.09514958621869,"Onderwijs & Wetenschappen","pvdd"
"362",11091,"almere",1.09514958621869,"Kunst & Cultuur","d66"
"363",11091,"almere",1.09514958621869,"Kunst & Cultuur","sp"
"364",11091,"almere",1.09514958621869,"Kunst & Cultuur","leefbaaralmere"
"365",11091,"almere",1.09514958621869,"Natuur & Milieu","sp"
"366",11091,"almere",1.09514958621869,"Natuur & Milieu","pvdd"
"367",11091,"almere",1.09514958621869,"Natuur & Milieu","glp"
"368",11092,"almere",1.04141127627369,"Onderwijs & Wetenschappen","vvd"
"369",11092,"almere",1.04141127627369,"Criminaliteit & Veiligheid","vvd"
"370",11092,"almere",1.04141127627369,"Zorg & Welzijn","almereopa"
"371",11093,"almere",0.83621210660842,"Criminaliteit & Veiligheid","leefbaaralmere"
"372",11093,"almere",0.83621210660842,"Natuur & Milieu","leefbaaralmere"
"373",11094,"almere",1.17104368139015,"Onderwijs & Wetenschappen","pvda"
